dataset_rows,lang,n,runtime_mean_ms,runtime_median_ms,runtime_std_ms,runtime_p95_ms,throughput_mean_rows_s,cost_per_million_mean_usd,cold_start_rate
5000.0,java,300.0,10011.68,906.0,13699.388335011341,34812.3,11002.001157045577,83.630833528,0.01
5000.0,python,200.0,4375.14,3827.5,2058.1690112315778,8923.399999999996,1326.4060388649273,9.31489322975,0.055
