dataset_rows,lang,n,runtime_mean_ms,runtime_median_ms,runtime_std_ms,runtime_p95_ms,throughput_mean_rows_s,cost_per_million_mean_usd,cold_start_rate
10000.0,java,300.0,18338.816666666666,1523.5,24196.46129472267,54464.05,11079.891466494768,153.0237778691667,0.02
10000.0,python,200.0,12868.77,7299.0,8603.233072140256,27445.499999999996,1202.2570468057684,27.009991119875004,0.04
