dataset_rows,lang,n,runtime_mean_ms,runtime_median_ms,runtime_std_ms,runtime_p95_ms,throughput_mean_rows_s,cost_per_million_mean_usd,cold_start_rate
100.0,java,300.0,207.36333333333334,204.0,131.86317775525737,401.60000000000036,731.491280626098,1.9280312338333336,0.0
1000.0,python,200.0,1057.985,1097.0,120.07110445743447,1208.1499999999999,955.9705183398062,2.4041398249375003,0.0
