lang,n,runtime_mean_ms,runtime_p95_ms,welch_t_pvalue,mannwhitney_pvalue,cohens_d_java_minus_python
java,300,207.36333333333334,401.60000000000036,1.7088625537386017e-256,4.0500043346838474e-80,-6.682958280065705
python,200,1057.985,1208.1499999999999,1.7088625537386017e-256,4.0500043346838474e-80,-6.682958280065705
