dataset_rows,lang,n,runtime_mean_ms,runtime_median_ms,runtime_std_ms,runtime_p95_ms,throughput_mean_rows_s,cost_per_million_mean_usd,cold_start_rate
50000.0,java,300.0,96897.47666666667,17269.5,119660.18018637992,287797.05,3310.498046775716,807.6805871801669,0.24
50000.0,python,200.0,33836.86,8599.5,33023.87372704935,91577.55,4566.026549647757,282.17439728100004,0.0
